driverId,constructorId,top3,year,round,raceId,prediction_prob_top3,prediction_prob_from_shap,driver_importance_raw,constructor_importance_raw,driver_importance_norm,constructor_importance_norm,driver_signed,constructor_signed,driver_delta_prob,constructor_delta_prob,base_logit,model_logit,logit_from_shap,driver_name,constructor_name,race_name
831,5,1,2021,11,399,0.28335705,0.25116604128228054,0.4820654087593583,2.2954520917937664,0.1735598096729128,0.8264401903267271,-0.4188664489349191,2.243823719211746,-0.08653935149140596,0.21681694759902725,-2.917360305786133,-0.9278698,-1.0924030355093057,Carlos Sainz,Ferrari,Hungarian Grand Prix
0,129,1,2021,11,399,0.52605075,0.6427149651175961,1.743947580872872,1.8997631083518345,0.4786185648684043,0.5213814351313213,1.7110044452244726,1.793523317179606,0.3974147097483921,0.41236849064536474,-2.917360305786133,0.104297295,0.5871674566179457,Lewis Hamilton,Mercedes,Hungarian Grand Prix
838,210,1,2021,11,399,0.020866107,0.019628128683703366,0.774651664072897,0.44477648247399054,0.6352581464236983,0.3647418535754816,-0.7397567962682405,-0.2538511838248029,-0.020635445766722812,-0.005529438872041003,-2.917360305786133,-3.8485422,-3.9109682858791763,Esteban Ocon,Alpine F1 Team,Hungarian Grand Prix
845,2,1,2021,12,400,0.019967005,0.015458697131241428,0.6621123721119798,0.7006790941051448,0.48585010144611807,0.5141498985531482,-0.5748230467977128,-0.6618207316787454,-0.011682636143151525,-0.014076761037497078,-2.917360305786133,-3.893505,-4.154004084262591,George Russell,Williams,Belgian Grand Prix
0,129,1,2021,12,400,0.52605075,0.5561753492095497,1.6328835450472043,1.6408034259825643,0.4987903729027173,0.5012096270969771,1.596453642387755,1.5465607304300473,0.3536846554896833,0.3455078613440753,-2.917360305786133,0.104297295,0.22565406703166935,Lewis Hamilton,Mercedes,Belgian Grand Prix
829,8,1,2021,12,400,0.45926192,0.40631461860910084,1.0908817622647038,1.6015111281620027,0.4051718328863248,0.5948281671133038,0.9796011654144756,1.5585374044737001,0.2018829403436512,0.2804203736108484,-2.917360305786133,-0.16331446,-0.37922173589795705,Max Verstappen,Red Bull,Belgian Grand Prix
829,8,1,2021,13,401,0.45926192,0.5348760761328096,1.3238321193563656,1.911519000038564,0.40917726407498467,0.5908227359247062,1.2034628813748265,1.8536286380575868,0.2782791019087311,0.38221719115736535,-2.917360305786133,-0.16331446,0.1397312136462805,Max Verstappen,Red Bull,Dutch Grand Prix
0,129,1,2021,13,401,0.52605075,0.4428595490287648,1.3548346307677788,1.4483625518676997,0.4833176342926837,0.5166823657069596,1.3221427484608625,1.3656528677356727,0.268019751169731,0.27420846008540234,-2.917360305786133,0.104297295,-0.22956468958959753,Lewis Hamilton,Mercedes,Dutch Grand Prix
821,129,1,2021,13,401,0.4877169,0.43823719523950877,0.9573144923916104,1.865421721360172,0.3391441565554141,0.6608558434442316,0.9039974669249363,1.7650434390827492,0.19817104287684564,0.32043016178834344,-2.917360305786133,-0.04914233,-0.2483193997784472,Valtteri Bottas,Mercedes,Dutch Grand Prix
816,0,1,2021,14,402,0.29837483,0.24833915352003189,0.6024923064100715,1.3268292044753403,0.31228196182463186,0.6877180381748499,0.5518179394768499,1.2580525125429873,0.08848421417000824,0.16250086840432648,-2.917360305786133,-0.8550488,-1.1074898537662956,Daniel Ricciardo,McLaren,Italian Grand Prix
844,0,1,2021,14,402,0.28839847,0.3421445258744949,0.8079834004006964,1.62947910592764,0.331485468310841,0.6685145316887487,0.7100298801864509,1.5535784006586273,0.13851819478396843,0.24305038272799717,-2.917360305786133,-0.9031749,-0.6537520249410547,Lando Norris,McLaren,Italian Grand Prix
821,129,1,2021,14,402,0.4877169,0.5218771128586898,1.135323104229243,2.038851380785662,0.3576750772803072,0.6423249227193778,1.0742226976740759,1.9307019667803011,0.2503044895373348,0.38519647725437633,-2.917360305786133,-0.04914233,0.08756435866824419,Valtteri Bottas,Mercedes,Italian Grand Prix
831,5,1,2021,15,403,0.28335705,0.2905749139477672,0.4507259460041678,2.4391991498652663,0.1559645772993334,0.8440354227003206,-0.36092462408886333,2.385691448194171,-0.07955282372815187,0.2542512104762832,-2.917360305786133,-0.9278698,-0.8925934816808252,Carlos Sainz,Ferrari,Russian Grand Prix
829,8,1,2021,15,403,0.45926192,0.4418254061083265,1.151421229285213,1.7004874434384054,0.4037370622338981,0.5962629377657512,1.0293226926054353,1.6542806026974608,0.22138121202695438,0.3103570246231042,-2.917360305786133,-0.16331446,-0.23375701048323672,Max Verstappen,Red Bull,Russian Grand Prix
0,129,1,2021,15,403,0.52605075,0.520500427210464,1.573732919407693,1.5516020356722033,0.503540561900175,0.4964594380995049,1.5388735683707577,1.460534442866222,0.33154714587823375,0.31924828089235024,-2.917360305786133,0.104297295,0.08204770545084683,Lewis Hamilton,Mercedes,Russian Grand Prix
821,129,1,2021,16,404,0.4877169,0.5629801373399453,1.179016248291798,2.168853697088221,0.3521690709397061,0.6478309290599952,1.118685526316213,2.051940480577631,0.26677190333322937,0.4209676776399962,-2.917360305786133,-0.04914233,0.2532657011077113,Valtteri Bottas,Mercedes,Turkish Grand Prix
829,8,1,2021,16,404,0.45926192,0.46927907048711454,1.2678805888277438,1.6910289543261228,0.42849589361758467,0.5715041063820774,1.1545011583340017,1.6398204453422038,0.25130978575021184,0.3228464572029177,-2.917360305786133,-0.16331446,-0.12303870210992729,Max Verstappen,Red Bull,Turkish Grand Prix
814,8,1,2021,16,404,0.3254422,0.3318142718764268,0.32289430876349867,2.0590086256993954,0.13556148913187094,0.8644385108677093,0.21942419573538519,1.9979453293684766,0.04673715999534539,0.2687190204914496,-2.917360305786133,-0.7288724,-0.6999907806822709,Sergio Pérez,Red Bull,Turkish Grand Prix
0,129,1,2021,17,405,0.52605075,0.6020110461947259,1.6599292071657148,1.806663042619016,0.47883601172543855,0.5211639882742729,1.6252867674404323,1.7059250820056762,0.3725638430316842,0.386508996459304,-2.917360305786133,0.104297295,0.4138515436599757,Lewis Hamilton,Mercedes,United States Grand Prix
814,8,1,2021,17,405,0.3254422,0.3291403123947032,0.3232890396702788,2.0163397195425192,0.13817963144670692,0.8618203685528657,0.24632839122141637,1.9589560501314045,0.051942509188702524,0.2644358210664206,-2.917360305786133,-0.7288724,-0.7120758644333121,Sergio Pérez,Red Bull,United States Grand Prix
829,8,1,2021,17,405,0.45926192,0.4890403614877277,1.2328511828356992,1.8144895371429222,0.4045662418884173,0.5954337581112545,1.1122284825818674,1.7612862463173835,0.24965898074527415,0.3478128426211028,-2.917360305786133,-0.16331446,-0.043845576886881954,Max Verstappen,Red Bull,United States Grand Prix
829,8,1,2021,18,406,0.45926192,0.41697370780047843,1.132705476523989,1.6051986499591966,0.4137126152691569,0.5862873847304778,1.0190356945127368,1.5631154968002388,0.21179644391731317,0.2866754949681971,-2.917360305786133,-0.16331446,-0.33520911447315727,Max Verstappen,Red Bull,Mexico City Grand Prix
0,129,1,2021,18,406,0.52605075,0.5334968757010026,1.5191541814542993,1.6549000690690387,0.47861632522611813,0.5213836747735667,1.486551873067593,1.5649969296293578,0.3280126183953079,0.3405241233971981,-2.917360305786133,0.104297295,0.13418849691081802,Lewis Hamilton,Mercedes,Mexico City Grand Prix
814,8,1,2021,18,406,0.3254422,0.33215807085064525,0.3578430670194234,1.9972545860326818,0.1519440463776618,0.8480559536219137,0.279296428031026,1.9396233378591767,0.05881702145315054,0.26542956278419205,-2.917360305786133,-0.7288724,-0.6984405398959299,Sergio Pérez,Red Bull,Mexico City Grand Prix
0,129,1,2021,19,407,0.52605075,0.5017030595109276,1.4945409356587123,1.5522300454685896,0.4905327459516643,0.5094672540480075,1.4602654163037792,1.4639071538706407,0.3122323681143955,0.31279100303299157,-2.917360305786133,0.104297295,0.0068122643882870815,Lewis Hamilton,Mercedes,São Paulo Grand Prix
829,8,1,2021,19,407,0.45926192,0.46063670919837835,1.1559976089219135,1.7737297985224831,0.39457514237814245,0.6054248576215162,1.0380877064627763,1.7214929294091865,0.2284255062441369,0.3281642625725571,-2.917360305786133,-0.16331446,-0.15777966991417003,Max Verstappen,Red Bull,São Paulo Grand Prix
821,129,1,2021,19,407,0.4877169,0.48747642805913133,1.1087383843617564,1.922747046193151,0.36574095761312575,0.6342590423865444,1.0459145287229394,1.8213410096470146,0.23698992685903814,0.3541019053622844,-2.917360305786133,-0.04914233,-0.05010476741617875,Valtteri Bottas,Mercedes,São Paulo Grand Prix
3,210,1,2021,20,408,0.18213466,0.17169848469950114,1.5663881083757976,0.3479194970895887,0.818253087384133,0.1817469126153445,1.5060774975052678,-0.16235448614698045,0.12774668640831163,-0.024333317965396062,-2.917360305786133,-1.5019513,-1.5736372944278454,Fernando Alonso,Alpine F1 Team,Qatar Grand Prix
829,8,1,2021,20,408,0.45926192,0.4354600546397925,1.141883970012271,1.6790254631990613,0.4047928503369007,0.5952071496627449,1.01942478656894,1.6383274448570608,0.21774515762552998,0.3051177433237726,-2.917360305786133,-0.16331446,-0.2596080743601319,Max Verstappen,Red Bull,Qatar Grand Prix
0,129,1,2021,20,408,0.52605075,0.5269728690498918,1.5359677376828396,1.6112169427906344,0.48804499691809466,0.5119550030815875,1.503815579028732,1.5215410459452572,0.3284924990598146,0.33129730719470396,-2.917360305786133,0.104297295,0.10799631918785635,Lewis Hamilton,Mercedes,Qatar Grand Prix
829,8,1,2021,21,409,0.45926192,0.4631804438995088,1.171298299272356,1.7694431567071716,0.3983003323499622,0.6016996676496977,1.051576283438454,1.718238712273013,0.23154892691072498,0.3291501435098476,-2.917360305786133,-0.16331446,-0.14754531007466576,Max Verstappen,Red Bull,Saudi Arabian Grand Prix
821,129,1,2021,21,409,0.4877169,0.4751291767465824,1.0844220161236886,1.8882056524363628,0.3648025037217731,0.6351974962778905,1.0293757915656876,1.7884190509582878,0.23077263524985608,0.3436547320673452,-2.917360305786133,-0.04914233,-0.09956546326215743,Valtteri Bottas,Mercedes,Saudi Arabian Grand Prix
0,129,1,2021,21,409,0.52605075,0.4671531946682531,1.45149031660944,1.4482463952432783,0.5005593475697123,0.4994406524299429,1.4183820218617043,1.3674015645621695,0.2920609673752883,0.2845752360868068,-2.917360305786133,0.104297295,-0.131576719362259,Lewis Hamilton,Mercedes,Saudi Arabian Grand Prix
829,8,1,2021,22,410,0.45926192,0.37945329838833375,1.0443570940673843,1.5266420884754313,0.4062067001647466,0.5937932998348644,0.9389679096724186,1.4865230581811026,0.18648503351011778,0.25796298464167744,-2.917360305786133,-0.16331446,-0.49186933793261156,Max Verstappen,Red Bull,Abu Dhabi Grand Prix
831,5,1,2021,22,410,0.28335705,0.3329476812876645,0.41367555168571263,2.563731390400659,0.13893819680412814,0.8610618031955359,-0.27813131008650915,2.5006084985707124,-0.06434659352057592,0.2936119470902891,-2.917360305786133,-0.9278698,-0.6948831173019294,Carlos Sainz,Ferrari,Abu Dhabi Grand Prix
0,129,1,2021,22,410,0.52605075,0.508016135261851,1.521361811206206,1.5491345654322377,0.49547748135475284,0.5045225186449216,1.4865942175676548,1.4628333769121586,0.3187102904734118,0.3150367883825414,-2.917360305786133,0.104297295,0.032067288693680585,Lewis Hamilton,Mercedes,Abu Dhabi Grand Prix
