raceId,driverId,constructorId,year,round,date,top3,avg_qualifying_pos,teammate_delta,fastest_lap_rate,position_delta,podium_rate,crash_rate,points_per_finish,experience,avg_qualifying_pos_resid,teammate_delta_resid,fastest_lap_rate_resid,position_delta_resid,podium_rate_resid,crash_rate_resid,points_per_finish_resid,experience_resid,altitude_m,length_m,corners_count,rotation,avg_track_temp,avg_air_temp,avg_humidity,avg_qualifying_pos_missing,teammate_delta_missing,fastest_lap_rate_missing,position_delta_missing,podium_rate_missing,crash_rate_missing,points_per_finish_missing,experience_missing,altitude_m_missing,length_m_missing,corners_count_missing,rotation_missing,avg_track_temp_missing,avg_air_temp_missing,avg_humidity_missing,split
922,0,129,2015,7,2015-06-07 18:00:00,1,1.4,0.4,0.4,-0.1,1.0,0.0,24.4,25.0,-9.117418611308537,0.37854230829977104,0.3502487562189055,0.20727908078654358,0.849502487562189,-0.05987868198689093,18.549370952775803,-51.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
923,0,129,2015,8,2015-06-21 12:00:00,1,1.4,0.4,0.4,-0.1,1.0,0.0,24.4,26.0,-9.117418611308537,0.37854230829977104,0.3502487562189055,0.20727908078654358,0.849502487562189,-0.05987868198689093,18.549370952775803,-50.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
924,0,129,2015,9,2015-07-05 12:00:00,1,1.3,0.6,0.4,-0.3,1.0,0.0,23.7,27.0,-9.217418611308537,0.5785423082997709,0.3502487562189055,0.007279080786543601,0.849502487562189,-0.05987868198689093,17.849370952775804,-49.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
925,0,129,2015,10,2015-07-26 12:00:00,0,1.2,0.8,0.4,-0.3,1.0,0.0,24.4,28.0,-9.317418611308538,0.778542308299771,0.3502487562189055,0.007279080786543601,0.849502487562189,-0.05987868198689093,18.549370952775803,-48.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
926,0,129,2015,11,2015-08-23 12:00:00,1,1.1,1.0,0.4,-0.9,0.9,0.0,20.2,29.0,-9.417418611308538,0.978542308299771,0.3502487562189055,-0.5927209192134564,0.7495024875621891,-0.05987868198689093,14.349370952775804,-47.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
927,0,129,2015,12,2015-09-06 12:00:00,1,1.1,1.0,0.3,-0.9,0.9,0.0,20.2,30.0,-9.417418611308538,0.978542308299771,0.25024875621890547,-0.5927209192134564,0.7495024875621891,-0.05987868198689093,14.349370952775804,-46.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
928,0,129,2015,13,2015-09-20 12:00:00,0,1.1,1.1,0.4,-0.8,0.9,0.0,20.9,31.0,-9.417418611308538,1.0785423082997712,0.3502487562189055,-0.49272091921345645,0.7495024875621891,-0.05987868198689093,15.049370952775803,-45.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
929,0,129,2015,14,2015-09-27 05:00:00,1,1.5,1.1,0.3,-2.1,0.8,0.0,20.444444444444443,32.0,-9.017418611308537,1.0785423082997712,0.25024875621890547,-1.7927209192134566,0.6495024875621891,-0.05987868198689093,14.593815397220247,-44.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
930,0,129,2015,15,2015-10-11 11:00:00,1,1.6,0.8,0.4,-2.0,0.8,0.0,20.444444444444443,33.0,-8.917418611308538,0.778542308299771,0.3502487562189055,-1.6927209192134565,0.6495024875621891,-0.05987868198689093,14.593815397220247,-43.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
931,0,129,2015,16,2015-10-25 19:00:00,1,1.6,0.8,0.3,-1.9,0.8,0.0,21.22222222222222,34.0,-8.917418611308538,0.778542308299771,0.25024875621890547,-1.5927209192134564,0.6495024875621891,-0.05987868198689093,15.371593174998026,-42.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
932,0,129,2015,17,2015-11-01 19:00:00,1,1.7,0.6,0.3,-1.6,0.8,0.0,22.33333333333333,35.0,-8.817418611308538,0.5785423082997709,0.25024875621890547,-1.2927209192134566,0.6495024875621891,-0.05987868198689093,16.482704286109133,-41.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
933,0,129,2015,18,2015-11-15 16:00:00,1,1.8,0.4,0.3,-1.6,0.8,0.0,21.55555555555556,36.0,-8.717418611308537,0.37854230829977104,0.25024875621890547,-1.2927209192134566,0.6495024875621891,-0.05987868198689093,15.704926508331365,-40.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
934,0,129,2015,19,2015-11-29 13:00:00,1,1.9,0.2,0.4,-1.5,0.8,0.0,21.55555555555556,37.0,-8.617418611308537,0.17854230829977102,0.3502487562189055,-1.1927209192134565,0.6495024875621891,-0.05987868198689093,15.704926508331365,-39.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
935,0,129,2016,1,2016-03-20 05:00:00,1,2.0,0.0,0.4,-1.5,0.8,0.0,20.77777777777778,38.0,-8.517418611308537,-0.021457691700228994,0.3502487562189055,-1.1927209192134565,0.6495024875621891,-0.05987868198689093,14.927148730553583,-38.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
936,0,129,2016,2,2016-04-03 15:00:00,1,2.0,0.0,0.4,-1.1,0.9,0.0,21.88888888888889,39.0,-8.517418611308537,-0.021457691700228994,0.3502487562189055,-0.7927209192134566,0.7495024875621891,-0.05987868198689093,16.038259841664694,-37.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
937,0,129,2016,3,2016-04-17 06:00:00,0,2.0,0.0,0.4,-1.3,0.9,0.0,20.77777777777778,40.0,-8.517418611308537,-0.021457691700228994,0.3502487562189055,-0.9927209192134565,0.7495024875621891,-0.05987868198689093,14.927148730553583,-36.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
938,0,129,2016,4,2016-05-01 12:00:00,1,4.1,-2.4,0.3,0.2,0.8,0.0,18.666666666666668,41.0,-6.417418611308538,-2.421457691700229,0.25024875621890547,0.5072790807865436,0.6495024875621891,-0.05987868198689093,12.816037619442472,-35.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
939,0,129,2016,5,2016-05-15 12:00:00,0,4.6,-3.4,0.3,2.3,0.9,0.0,18.6,42.0,-5.917418611308538,-3.421457691700229,0.25024875621890547,2.6072790807865434,0.7495024875621891,-0.05987868198689093,12.749370952775806,-34.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
940,0,129,2016,6,2016-05-29 12:00:00,1,4.5,-3.2,0.2,0.2,0.8,0.1,17.88888888888889,43.0,-6.017418611308537,-3.221457691700229,0.1502487562189055,0.5072790807865436,0.6495024875621891,0.04012131801310907,12.038259841664694,-33.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
941,0,129,2016,7,2016-06-12 18:00:00,1,4.6,-3.2,0.3,0.3,0.8,0.1,17.88888888888889,44.0,-5.917418611308538,-3.221457691700229,0.25024875621890547,0.6072790807865436,0.6495024875621891,0.04012131801310907,12.038259841664694,-32.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
942,0,129,2016,8,2016-06-19 13:00:00,0,4.5,-3.0,0.3,0.2,0.8,0.1,17.88888888888889,45.0,-6.017418611308537,-3.021457691700229,0.25024875621890547,0.5072790807865436,0.6495024875621891,0.04012131801310907,12.038259841664694,-31.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
943,0,129,2016,9,2016-07-03 12:00:00,1,5.3,-3.8,0.3,0.7,0.7,0.1,17.0,46.0,-5.2174186113085375,-3.8214576917002288,0.25024875621890547,1.0072790807865435,0.549502487562189,0.04012131801310907,11.149370952775804,-30.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
944,0,129,2016,10,2016-07-10 12:00:00,1,5.2,-3.6,0.3,0.7,0.7,0.1,17.77777777777778,47.0,-5.317418611308537,-3.621457691700229,0.25024875621890547,1.0072790807865435,0.549502487562189,0.04012131801310907,11.927148730553583,-29.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
945,0,129,2016,11,2016-07-24 12:00:00,1,5.1,-3.4,0.2,0.7,0.7,0.1,18.55555555555556,48.0,-5.417418611308538,-3.421457691700229,0.1502487562189055,1.0072790807865435,0.549502487562189,0.04012131801310907,12.704926508331365,-28.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
946,0,129,2016,12,2016-07-31 12:00:00,1,5.2,-3.6,0.2,0.9,0.7,0.1,19.33333333333333,49.0,-5.317418611308537,-3.621457691700229,0.1502487562189055,1.2072790807865437,0.549502487562189,0.04012131801310907,13.482704286109133,-27.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
947,0,129,2016,13,2016-08-28 12:00:00,1,5.3,-3.8,0.2,1.2,0.7,0.1,20.444444444444443,50.0,-5.2174186113085375,-3.8214576917002288,0.1502487562189055,1.5072790807865435,0.549502487562189,0.04012131801310907,14.593815397220247,-26.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
948,0,129,2016,14,2016-09-04 12:00:00,1,5.2,-3.7,0.3,1.5,0.8,0.1,21.444444444444443,51.0,-5.317418611308537,-3.721457691700229,0.25024875621890547,1.8072790807865435,0.6495024875621891,0.04012131801310907,15.593815397220247,-25.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
949,0,129,2016,15,2016-09-18 12:00:00,1,4.3,-2.7,0.3,0.6,0.8,0.1,21.444444444444443,52.0,-6.2174186113085375,-2.721457691700229,0.25024875621890547,0.9072790807865436,0.6495024875621891,0.04012131801310907,15.593815397220247,-24.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
950,0,129,2016,16,2016-10-02 07:00:00,0,4.5,-3.0,0.3,2.6,0.9,0.0,20.8,53.0,-6.017418611308537,-3.021457691700229,0.25024875621890547,2.9072790807865436,0.7495024875621891,-0.05987868198689093,14.949370952775805,-23.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
951,0,129,2016,17,2016-10-09 05:00:00,1,4.3,-2.8,0.2,0.7,0.8,0.0,20.33333333333333,54.0,-6.2174186113085375,-2.8214576917002288,0.1502487562189055,1.0072790807865435,0.6495024875621891,-0.05987868198689093,14.482704286109133,-22.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
952,0,129,2016,18,2016-10-23 19:00:00,1,4.4,-3.0,0.2,0.6,0.8,0.0,19.22222222222222,55.0,-6.117418611308537,-3.021457691700229,0.1502487562189055,0.9072790807865436,0.6495024875621891,-0.05987868198689093,13.371593174998026,-21.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
953,0,129,2016,19,2016-10-30 19:00:00,1,3.5,-2.0,0.2,0.1,0.9,0.0,20.88888888888889,56.0,-7.017418611308537,-2.021457691700229,0.1502487562189055,0.4072790807865436,0.7495024875621891,-0.05987868198689093,15.038259841664694,-20.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
954,0,129,2016,20,2016-11-13 16:00:00,1,3.5,-2.0,0.1,0.1,0.9,0.0,20.88888888888889,57.0,-7.017418611308537,-2.021457691700229,0.050248756218905476,0.4072790807865436,0.7495024875621891,-0.05987868198689093,15.038259841664694,-19.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
955,0,129,2016,21,2016-11-27 13:00:00,1,3.5,-2.0,0.1,0.1,0.9,0.0,20.88888888888889,58.0,-7.017418611308537,-2.021457691700229,0.050248756218905476,0.4072790807865436,0.7495024875621891,-0.05987868198689093,15.038259841664694,-18.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
956,0,129,2017,1,2017-03-26 05:00:00,1,3.4,-1.8,0.1,0.0,0.9,0.0,20.88888888888889,59.0,-7.117418611308537,-1.821457691700229,0.050248756218905476,0.3072790807865436,0.7495024875621891,-0.05987868198689093,15.038259841664694,-17.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
957,0,129,2017,2,2017-04-09 06:00:00,1,3.3,-1.5,0.1,-0.2,0.9,0.0,20.11111111111111,60.0,-7.2174186113085375,-1.521457691700229,0.050248756218905476,0.10727908078654358,0.7495024875621891,-0.05987868198689093,14.260482063886915,-16.37935323383084,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
958,0,129,2017,3,2017-04-16 15:00:00,1,1.3,0.7,0.1,-2.0,0.9,0.0,21.22222222222222,61.0,-9.217418611308537,0.6785423082997709,0.050248756218905476,-1.6927209192134565,0.7495024875621891,-0.05987868198689093,15.371593174998026,-15.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
959,0,129,2017,4,2017-04-30 12:00:00,0,1.4,0.5,0.2,-1.9,0.9,0.0,21.22222222222222,62.0,-9.117418611308537,0.478542308299771,0.1502487562189055,-1.5927209192134564,0.7495024875621891,-0.05987868198689093,15.371593174998026,-14.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
960,0,129,2017,5,2017-05-14 12:00:00,1,1.5,0.6,0.2,-1.9,0.8,0.0,20.88888888888889,63.0,-9.017418611308537,0.5785423082997709,0.1502487562189055,-1.5927209192134564,0.6495024875621891,-0.05987868198689093,15.038259841664694,-13.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
961,0,129,2017,6,2017-05-28 12:00:00,0,1.5,0.7,0.3,-0.2,0.9,0.0,21.3,64.0,-9.017418611308537,0.6785423082997709,0.25024875621890547,0.10727908078654358,0.7495024875621891,-0.05987868198689093,15.449370952775805,-12.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
962,0,129,2017,7,2017-06-11 18:00:00,1,2.7,-0.3,0.3,0.5,0.8,0.0,20.4,65.0,-7.817418611308537,-0.321457691700229,0.25024875621890547,0.8072790807865435,0.6495024875621891,-0.05987868198689093,14.549370952775803,-11.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
963,0,129,2017,8,2017-06-25 13:00:00,0,2.7,-0.2,0.4,0.5,0.8,0.0,20.4,66.0,-7.817418611308537,-0.221457691700229,0.3502487562189055,0.8072790807865435,0.6495024875621891,-0.05987868198689093,14.549370952775803,-10.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
964,0,129,2017,9,2017-07-09 12:00:00,0,2.7,-0.2,0.4,0.1,0.7,0.0,18.9,67.0,-7.817418611308537,-0.221457691700229,0.3502487562189055,0.4072790807865436,0.549502487562189,-0.05987868198689093,13.049370952775803,-9.379353233830841,109.0,5223.0,16.0,92.0,33.8,23.2,56.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,unused
